SLNO,Candidate Ref,Offer Date,DOJ Extended,Duration to accept offer,Notice period,Offered band,Current CTC,Expected CTC,Offered CTC,Negotiated CTC,Final CTC,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Primary Skill,Previous Company Type,Location,Age,Status
890,2110890,2024-09-28,No,16,45,M1,18.65,28.65,21.7,22.52,22.52,53.62,16.35,-24.26,No,No,Male,Agency,7.3,Digital,Node.js,Startup,Noida,36,Joined
891,2110891,2024-08-30,No,14,60,E2,18.99,24.01,24.31,26.48,26.48,26.43,28.01,1.25,No,Yes,Female,LinkedIn,8.3,Cloud,Azure,Product,Pune,30,Accepted
892,2110892,2024-04-01,No,1,60,E3,21.83,31.86,30.86,32.51,32.51,45.95,41.37,-3.14,No,No,Female,Employee Referral,6.7,Digital,Java Spring,Product,Noida,28,Joined
893,2110893,2025-08-06,No,13,90,E2,9.82,14.18,15.72,17.4,17.4,44.4,60.08,10.86,Yes,No,Male,Employee Referral,7.9,QA,Selenium,Captive,Chennai,36,Joined
894,2110894,2024-08-07,No,15,45,E2,10.96,14.2,17.77,,17.77,29.56,62.14,25.14,No,No,Female,Employee Referral,6.8,INFRA,Windows Server,Service,Kochi,33,Joined
895,2110895,2025-04-21,Yes,19,75,M1,19.87,31.91,26.75,,26.75,60.59,34.63,-16.17,No,No,Female,Naukri,8.0,INFRA,Network,Service,Mumbai,32,Joined
896,2110896,2025-12-20,No,7,30,E3,10.19,16.2,15.36,17.1,17.1,58.98,50.74,-5.19,Yes,Yes,Male,Campus,4.4,ERS,Autosar,Service,Hyderabad,28,Joined
897,2110897,2025-08-01,No,7,75,E2,18.74,25.82,22.36,,22.36,37.78,19.32,-13.4,No,Yes,Male,Naukri,5.1,SAP,SAP FICO,Consulting,Pune,32,Joined
898,2110898,2025-07-07,No,12,90,E3,20.68,30.88,26.51,,26.51,49.32,28.19,-14.15,No,No,Male,Agency,7.7,Data,Power BI,Service,Bangalore,33,Joined
899,2110899,2024-08-01,No,17,60,E2,9.07,11.74,13.57,,13.57,29.44,49.61,15.59,Yes,No,Male,Employee Referral,5.6,QA,Manual Testing,Consulting,Noida,32,Joined
900,2110900,2024-01-03,No,8,75,E2,7.39,10.12,9.91,,9.91,36.94,34.1,-2.08,No,No,Male,Employee Referral,3.9,ERS,Embedded C,Service,Noida,28,Joined
901,2110901,2025-07-10,No,23,75,M2,34.83,39.89,52.86,,52.86,14.53,51.77,32.51,No,Yes,Female,Naukri,13.4,INFRA,Windows Server,Captive,Noida,39,Joined
902,2110902,2025-11-09,No,14,90,E3,16.93,23.37,23.71,26.16,26.16,38.04,40.05,1.45,No,No,Male,Agency,6.3,SAP,SAP Basis,Service,Hyderabad,36,Accepted
903,2110903,2025-08-18,No,18,30,E1,7.93,10.76,9.74,10.34,10.34,35.69,22.82,-9.48,No,Yes,Female,LinkedIn,2.6,Data,Data Engineering,Captive,Noida,25,Joined
904,2110904,2024-01-02,No,9,30,E1,8.68,11.31,11.31,,11.31,30.3,30.3,0.0,No,No,Female,Agency,4.6,SAP,SAP Basis,Service,Pune,30,Joined
905,2110905,2025-07-27,No,10,45,E2,11.96,20.95,15.43,,15.43,75.17,29.01,-26.35,No,No,Male,Direct,9.7,Digital,Java Spring,Product,Noida,38,Declined
906,2110906,2024-03-28,Yes,14,60,E2,12.07,14.34,13.26,13.57,13.57,18.81,9.86,-7.53,Yes,No,Female,Employee Referral,6.1,Cybersecurity,SOC,Service,Noida,33,Joined
907,2110907,2024-11-28,No,16,45,E2,16.31,21.72,22.07,,22.07,33.17,35.32,1.61,No,No,Female,Naukri,7.6,Digital,Python,Startup,Bangalore,33,Declined
908,2110908,2025-10-02,No,14,45,E3,21.7,31.03,33.47,37.37,37.37,43.0,54.24,7.86,No,No,Female,Direct,6.4,Data,Data Engineering,Service,Pune,31,Joined
909,2110909,2025-03-04,No,14,75,E3,30.63,46.39,48.82,,48.82,51.45,59.39,5.24,No,No,Male,Employee Referral,13.7,Data,ML,Product,Kochi,38,Joined
910,2110910,2024-03-02,Yes,10,75,M1,16.85,19.78,21.83,,21.83,17.39,29.55,10.36,No,No,Male,Employee Referral,6.1,Cybersecurity,GRC,Service,Chennai,30,Joined
911,2110911,2025-10-14,No,15,45,E2,11.7,17.58,19.22,,19.22,50.26,64.27,9.33,No,Yes,Other,Employee Referral,4.2,ERS,IoT,Product,Bangalore,27,Joined
912,2110912,2024-09-12,No,2,60,E2,14.96,21.82,20.39,,20.39,45.86,36.3,-6.55,No,No,Male,Naukri,5.4,Cybersecurity,IAM,Service,Hyderabad,29,Declined
913,2110913,2024-02-14,No,17,90,M1,22.65,30.68,31.32,,31.32,35.45,38.28,2.09,No,No,Male,LinkedIn,10.5,Cloud,DevOps,Service,Chennai,35,No Show
914,2110914,2025-06-01,No,12,30,E3,22.02,27.94,35.12,,35.12,26.88,59.49,25.7,No,Yes,Female,Employee Referral,6.7,Cybersecurity,Penetration Testing,Captive,Chennai,32,Joined
915,2110915,2025-08-26,No,21,90,E2,11.19,15.71,14.98,16.66,16.66,40.39,33.87,-4.65,No,No,Male,Employee Referral,0.8,Cloud,Azure,Product,Bangalore,29,Joined
916,2110916,2025-10-13,No,15,45,E3,13.9,17.78,15.53,,15.53,27.91,11.73,-12.65,No,No,Male,Direct,8.9,SAP,SAP ABAP,Captive,Kochi,35,Joined
917,2110917,2024-04-24,No,6,90,E1,7.84,10.97,8.42,9.22,9.22,39.92,7.4,-23.25,Yes,Yes,Female,Employee Referral,2.4,Cybersecurity,SOC,Service,Mumbai,27,Declined
918,2110918,2025-03-05,No,10,90,E2,7.86,11.92,10.3,,10.3,51.65,31.04,-13.59,No,No,Male,Direct,5.4,ERS,Embedded C,Service,Kochi,31,Declined
919,2110919,2025-08-22,Yes,19,60,E2,9.82,13.76,12.83,14.07,14.07,40.12,30.65,-6.76,No,No,Male,Agency,4.7,ERS,Autosar,Startup,Kochi,29,Joined
920,2110920,2024-11-25,Yes,12,75,M1,40.73,45.85,60.87,67.26,67.26,12.57,49.45,32.76,No,No,Male,Employee Referral,13.3,SAP,SAP FICO,Product,Kochi,44,Accepted
921,2110921,2024-10-22,No,1,45,E2,20.02,26.17,28.14,31.09,31.09,30.72,40.56,7.53,No,No,Female,Agency,7.4,SAP,SAP FICO,Product,Kochi,32,Declined
922,2110922,2024-10-24,No,8,30,E1,6.23,8.68,8.78,9.02,9.02,39.33,40.93,1.15,No,No,Male,Direct,1.9,INFRA,Network,Startup,Bangalore,25,Declined
923,2110923,2024-12-11,No,16,30,E1,5.56,7.68,8.37,,8.37,38.13,50.54,8.98,No,No,Female,Agency,1.6,Cloud,DevOps,Service,Chennai,28,Joined
924,2110924,2025-04-17,No,16,30,E2,11.3,15.82,12.8,13.52,13.52,40.0,13.27,-19.09,No,Yes,Female,Direct,5.3,INFRA,Network,Consulting,Noida,28,Declined
925,2110925,2025-10-18,No,10,60,E3,20.77,31.39,26.69,29.43,29.43,51.13,28.5,-14.97,No,No,Other,LinkedIn,8.6,ERS,Autosar,Startup,Hyderabad,36,Declined
926,2110926,2024-09-22,Yes,6,45,E1,4.38,6.64,6.18,,6.18,51.6,41.1,-6.93,No,No,Female,Employee Referral,1.3,ERS,Autosar,Service,Bangalore,26,Joined
927,2110927,2025-02-14,No,11,75,E2,8.16,12.31,10.8,,10.8,50.86,32.35,-12.27,Yes,No,Female,LinkedIn,6.4,SAP,SAP MM,Service,Pune,29,Declined
928,2110928,2025-01-14,No,7,30,E3,20.5,31.12,28.57,,28.57,51.8,39.37,-8.19,No,No,Male,LinkedIn,5.3,Cybersecurity,IAM,Product,Chennai,27,Declined
929,2110929,2025-04-30,Yes,7,90,E3,27.11,33.71,27.65,,27.65,24.35,1.99,-17.98,Yes,No,Male,Campus,6.4,Cybersecurity,SOC,Captive,Mumbai,29,Declined
930,2110930,2025-12-24,Yes,6,30,E1,5.66,7.69,9.22,,9.22,35.87,62.9,19.9,No,Yes,Male,LinkedIn,2.9,QA,API Testing,Service,Hyderabad,23,Joined
931,2110931,2024-08-26,No,14,75,E2,16.74,23.26,25.7,,25.7,38.95,53.52,10.49,Yes,No,Male,Agency,9.2,Digital,Python,Product,Bangalore,38,Joined
932,2110932,2025-03-08,Yes,5,45,E2,12.97,22.03,16.75,18.75,18.75,69.85,29.14,-23.97,No,No,Female,LinkedIn,9.8,INFRA,Windows Server,Captive,Noida,36,Declined
933,2110933,2024-04-25,No,12,45,E1,4.7,5.65,6.93,7.2,7.2,20.21,47.45,22.65,No,No,Male,Employee Referral,0.8,QA,Performance Testing,Consulting,Kochi,24,Declined
934,2110934,2025-09-11,No,1,90,E3,11.33,17.07,14.35,15.14,15.14,50.66,26.65,-15.93,No,Yes,Female,Direct,4.5,Data,ML,Service,Pune,30,Declined
935,2110935,2024-06-19,No,2,75,E3,14.52,24.33,19.5,,19.5,67.56,34.3,-19.85,No,Yes,Female,Agency,6.5,Digital,Python,Captive,Chennai,33,Declined
936,2110936,2024-01-11,Yes,7,30,E1,6.97,9.59,9.28,,9.28,37.59,33.14,-3.23,No,No,Male,Naukri,1.6,Cloud,Kubernetes,Service,Hyderabad,24,Declined
937,2110937,2025-01-01,Yes,14,60,E1,7.5,10.56,9.61,10.67,10.67,40.8,28.13,-9.0,No,No,Male,Agency,2.6,Digital,Java Spring,Service,Chennai,23,Joined
938,2110938,2025-09-30,No,3,60,M1,31.26,42.54,41.64,,41.64,36.08,33.21,-2.12,No,Yes,Male,Agency,6.3,Cybersecurity,Penetration Testing,Product,Hyderabad,32,Declined
939,2110939,2024-12-07,No,15,30,E3,14.27,18.03,21.49,24.0,24.0,26.35,50.6,19.19,Yes,No,Male,Employee Referral,7.8,Cloud,Azure,Service,Hyderabad,36,Joined
940,2110940,2024-04-10,No,9,75,E2,13.59,21.61,21.94,23.68,23.68,59.01,61.44,1.53,No,Yes,Female,Direct,9.4,Digital,Java Spring,Service,Bangalore,34,Accepted
941,2110941,2024-08-22,No,12,75,E2,7.02,11.39,7.16,7.38,7.38,62.25,1.99,-37.14,No,No,Male,LinkedIn,4.4,QA,Manual Testing,Service,Mumbai,28,Declined
942,2110942,2024-02-20,No,10,30,E3,13.19,18.04,18.07,18.81,18.81,36.77,37.0,0.17,No,Yes,Male,Employee Referral,4.0,Digital,Node.js,Service,Hyderabad,31,Joined
943,2110943,2025-07-09,No,12,45,E1,3.95,5.14,5.34,5.94,5.94,30.13,35.19,3.89,Yes,Yes,Male,Direct,2.8,QA,Selenium,Service,Hyderabad,27,Joined
944,2110944,2024-10-08,No,9,90,E1,3.96,5.06,5.7,,5.7,27.78,43.94,12.65,No,No,Male,Direct,0.8,QA,Performance Testing,Captive,Kochi,25,Declined
945,2110945,2025-01-17,No,16,75,E3,27.44,38.53,34.4,,34.4,40.42,25.36,-10.72,No,Yes,Male,Agency,9.4,Cybersecurity,IAM,Captive,Kochi,35,Joined
946,2110946,2024-07-03,No,16,60,E3,25.09,32.82,32.04,,32.04,30.81,27.7,-2.38,No,No,Male,Employee Referral,11.1,Digital,React,Captive,Chennai,38,Joined
947,2110947,2025-01-04,No,7,30,E3,14.25,17.54,20.73,21.97,21.97,23.09,45.47,18.19,No,No,Female,Agency,5.2,Digital,React,Product,Chennai,29,Joined
948,2110948,2025-12-12,No,6,30,E3,21.81,30.5,25.55,26.47,26.47,39.84,17.15,-16.23,No,No,Female,Naukri,10.8,QA,API Testing,Product,Mumbai,34,Declined
949,2110949,2024-10-04,No,4,75,M1,40.88,54.15,53.27,,53.27,32.46,30.31,-1.63,Yes,No,Female,Employee Referral,13.4,Digital,Python,Service,Pune,39,Declined
950,2110950,2024-10-09,No,7,75,E2,12.44,17.62,14.93,,14.93,41.64,20.02,-15.27,No,Yes,Male,Agency,5.1,SAP,SAP MM,Consulting,Kochi,28,Declined
951,2110951,2024-04-12,No,10,75,E3,13.42,20.27,18.44,20.61,20.61,51.04,37.41,-9.03,No,No,Male,Naukri,8.0,Cloud,Kubernetes,Service,Chennai,32,No Show
952,2110952,2025-02-02,No,17,45,E1,5.07,6.44,8.15,8.72,8.72,27.02,60.75,26.55,No,Yes,Female,Employee Referral,2.8,INFRA,Windows Server,Service,Noida,25,Joined
953,2110953,2024-12-11,No,19,45,E3,9.42,14.87,12.95,,12.95,57.86,37.47,-12.91,No,Yes,Female,Naukri,3.1,ERS,Autosar,Service,Hyderabad,27,Joined
954,2110954,2024-08-15,No,9,30,E2,11.13,15.8,13.48,14.66,14.66,41.96,21.11,-14.68,Yes,No,Male,Employee Referral,4.9,Data,Power BI,Service,Bangalore,28,Declined
955,2110955,2025-01-11,No,17,75,E1,4.8,7.34,7.67,8.5,8.5,52.92,59.79,4.5,No,No,Male,Employee Referral,0.8,Data,Data Engineering,Service,Chennai,27,Declined
956,2110956,2024-01-21,No,9,75,E2,3.88,5.06,4.98,,4.98,30.41,28.35,-1.58,No,No,Female,LinkedIn,3.1,INFRA,VMware,Service,Kochi,25,No Show
957,2110957,2024-07-06,No,13,75,E2,19.66,27.82,23.94,,23.94,41.51,21.77,-13.95,No,No,Male,Agency,5.5,SAP,SAP Basis,Startup,Bangalore,31,Declined
958,2110958,2024-06-22,No,17,90,E1,7.79,10.88,8.8,,8.8,39.67,12.97,-19.12,No,No,Male,Agency,3.9,QA,API Testing,Product,Kochi,25,Joined
959,2110959,2025-03-29,No,21,30,E2,8.42,11.26,12.46,13.78,13.78,33.73,47.98,10.66,No,No,Female,Employee Referral,4.5,QA,Performance Testing,Consulting,Bangalore,26,Joined
960,2110960,2025-05-17,No,6,30,E2,16.23,20.8,21.45,,21.45,28.16,32.16,3.12,No,No,Male,Naukri,8.8,Digital,Java Spring,Product,Kochi,35,Declined
961,2110961,2024-08-31,No,1,30,E3,20.14,30.44,25.38,27.71,27.71,51.14,26.02,-16.62,No,No,Male,LinkedIn,7.3,Cybersecurity,IAM,Product,Kochi,33,Declined
962,2110962,2025-06-08,No,7,75,E1,5.19,6.54,7.93,8.38,8.38,26.01,52.79,21.25,Yes,No,Male,LinkedIn,0.8,ERS,Embedded C,Consulting,Hyderabad,27,Declined
963,2110963,2024-02-23,No,22,75,E1,8.62,12.44,13.68,,13.68,44.32,58.7,9.97,Yes,No,Male,Direct,5.9,Cloud,AWS,Startup,Mumbai,29,Joined
964,2110964,2025-06-14,No,15,30,M1,26.29,34.04,34.33,,34.33,29.48,30.58,0.85,Yes,Yes,Male,Agency,10.1,Data,Power BI,Service,Kochi,37,Joined
965,2110965,2025-08-01,No,6,45,E1,7.32,7.9,8.72,,8.72,7.92,19.13,10.38,No,No,Male,LinkedIn,2.2,INFRA,Windows Server,Product,Chennai,24,Joined
966,2110966,2024-02-28,No,5,90,E2,19.09,31.09,28.7,29.65,29.65,62.86,50.34,-7.69,No,No,Male,Agency,5.8,Data,SQL,Consulting,Bangalore,31,Declined
967,2110967,2025-11-04,No,15,90,E2,8.51,10.67,8.99,,8.99,25.38,5.64,-15.75,No,No,Female,Employee Referral,2.4,SAP,SAP MM,Service,Mumbai,24,Joined
968,2110968,2025-04-04,No,13,45,E2,13.27,20.46,21.76,,21.76,54.18,63.98,6.35,No,No,Female,LinkedIn,3.5,Cybersecurity,IAM,Consulting,Pune,29,Declined
969,2110969,2024-10-05,No,18,60,M1,27.43,40.5,40.97,43.29,43.29,47.65,49.36,1.16,No,Yes,Female,Campus,12.7,Data,Power BI,Captive,Pune,37,Declined
970,2110970,2025-06-25,No,15,60,E3,9.92,8.04,16.24,,16.24,-18.95,63.71,101.99,No,Yes,Female,LinkedIn,4.9,Digital,Java Spring,Consulting,Hyderabad,32,Joined
971,2110971,2025-08-20,No,18,45,E1,7.08,11.51,9.11,9.86,9.86,62.57,28.67,-20.85,Yes,Yes,Male,Naukri,2.7,Digital,Node.js,Consulting,Noida,29,Joined
972,2110972,2025-05-22,No,6,45,M1,26.79,38.98,28.62,30.11,30.11,45.5,6.83,-26.58,No,No,Male,Direct,7.5,Cybersecurity,GRC,Consulting,Noida,31,Declined
973,2110973,2024-10-23,No,13,60,E1,10.85,15.71,13.54,,13.54,44.79,24.79,-13.81,No,No,Male,Employee Referral,4.2,SAP,SAP ABAP,Service,Hyderabad,29,Accepted
974,2110974,2025-05-22,No,6,60,E3,14.7,23.51,15.61,,15.61,59.93,6.19,-33.6,No,No,Male,Naukri,6.4,QA,Performance Testing,Consulting,Chennai,30,Declined
975,2110975,2024-02-01,No,4,75,E2,7.23,8.23,9.49,,9.49,13.83,31.26,15.31,No,Yes,Male,LinkedIn,3.2,QA,Selenium,Startup,Bangalore,32,Declined
976,2110976,2025-06-30,No,8,90,E3,14.45,13.45,16.43,,16.43,-6.92,13.7,22.16,No,No,Male,Agency,5.7,SAP,SAP Basis,Consulting,Noida,28,Accepted
977,2110977,2024-09-20,No,4,90,E3,8.76,12.42,10.68,,10.68,41.78,21.92,-14.01,No,No,Male,Agency,6.2,QA,API Testing,Product,Chennai,31,No Show
978,2110978,2024-07-02,No,12,30,E3,27.58,39.06,38.94,,38.94,41.62,41.19,-0.31,No,Yes,Male,Naukri,11.0,Cloud,AWS,Service,Mumbai,36,Joined
979,2110979,2024-05-11,No,16,60,E2,16.34,20.51,22.79,,22.79,25.52,39.47,11.12,No,No,Female,LinkedIn,7.7,Cybersecurity,SOC,Service,Noida,32,Declined
980,2110980,2025-07-05,No,7,30,E3,10.9,18.01,14.34,,14.34,65.23,31.56,-20.38,No,No,Male,Employee Referral,6.8,INFRA,Linux Admin,Service,Mumbai,32,No Show
981,2110981,2025-09-08,No,9,60,E3,15.86,21.57,20.84,,20.84,36.0,31.4,-3.38,No,No,Male,Agency,5.0,Cybersecurity,GRC,Captive,Chennai,29,Declined
982,2110982,2024-03-24,No,7,30,E2,4.01,5.19,6.03,,6.03,29.43,50.37,16.18,No,No,Female,Agency,3.2,ERS,IoT,Service,Kochi,25,Declined
983,2110983,2025-12-15,Yes,20,90,E3,14.04,18.08,17.45,,17.45,28.77,24.29,-3.48,No,Yes,Female,Naukri,6.2,Cloud,Kubernetes,Startup,Pune,30,Joined
984,2110984,2025-03-18,Yes,17,60,E3,28.97,43.16,40.43,,40.43,48.98,39.56,-6.33,Yes,No,Male,LinkedIn,6.2,SAP,SAP FICO,Captive,Mumbai,28,Declined
985,2110985,2024-10-09,No,13,90,E1,6.09,7.02,9.97,10.37,10.37,15.27,63.71,42.02,No,Yes,Male,Direct,2.5,QA,Manual Testing,Startup,Noida,27,Joined
986,2110986,2025-01-07,No,18,75,E3,14.98,21.89,16.81,17.18,17.18,46.13,12.22,-23.21,No,Yes,Male,Employee Referral,6.9,Cybersecurity,IAM,Service,Kochi,29,Declined
987,2110987,2025-08-13,No,4,30,E3,13.93,15.96,14.91,,14.91,14.57,7.04,-6.58,No,No,Female,Agency,5.4,ERS,Autosar,Captive,Mumbai,28,Declined
988,2110988,2025-03-20,No,22,60,E3,21.91,27.63,30.8,32.65,32.65,26.11,40.58,11.47,No,No,Female,Agency,7.2,Cloud,AWS,Product,Chennai,32,Joined
989,2110989,2025-04-16,No,12,30,E3,19.13,26.87,28.65,29.31,29.31,40.46,49.76,6.62,No,Yes,Male,Employee Referral,7.4,Digital,Java Spring,Service,Mumbai,30,Joined
990,2110990,2024-10-06,No,1,30,E2,10.47,18.07,14.71,,14.71,72.59,40.5,-18.59,No,No,Male,Naukri,7.8,Cybersecurity,IAM,Service,Kochi,32,Declined
991,2110991,2025-02-19,No,16,60,M1,23.97,30.93,37.3,40.39,40.39,29.04,55.61,20.59,Yes,Yes,Male,LinkedIn,10.0,Digital,Java Spring,Product,Hyderabad,34,Joined
992,2110992,2025-02-19,No,12,30,E2,14.24,21.79,20.23,21.73,21.73,53.02,42.06,-7.16,No,Yes,Male,LinkedIn,3.9,Cybersecurity,IAM,Service,Bangalore,29,Joined
993,2110993,2024-09-08,Yes,10,30,E3,12.81,16.93,16.0,16.87,16.87,32.16,24.9,-5.49,No,No,Male,Agency,8.0,INFRA,VMware,Consulting,Noida,33,Declined
994,2110994,2025-08-12,No,22,60,E3,20.19,26.67,27.48,,27.48,32.1,36.11,3.04,No,No,Female,Employee Referral,7.7,Data,SQL,Startup,Mumbai,31,Joined
995,2110995,2025-12-11,No,9,45,E1,5.86,8.13,7.03,,7.03,38.74,19.97,-13.53,No,No,Male,Employee Referral,2.9,Data,ML,Captive,Noida,27,Declined
996,2110996,2025-08-02,Yes,6,30,E2,4.85,6.72,6.9,,6.9,38.56,42.27,2.68,No,No,Female,Naukri,0.8,INFRA,VMware,Service,Chennai,23,Joined
997,2110997,2025-10-29,No,19,75,M1,16.92,24.4,20.89,22.3,22.3,44.21,23.46,-14.39,No,No,Male,Direct,9.1,Data,SQL,Service,Chennai,34,Accepted
998,2110998,2025-11-19,Yes,7,45,E3,19.41,23.89,25.36,26.62,26.62,23.08,30.65,6.15,No,Yes,Male,Naukri,10.0,Digital,Java Spring,Service,Noida,35,Accepted
999,2110999,2025-03-18,Yes,14,75,E1,3.93,5.25,4.88,5.33,5.33,33.59,24.17,-7.05,No,No,Female,Employee Referral,0.8,INFRA,VMware,Captive,Kochi,26,Joined
1000,2111000,2025-01-22,Yes,17,90,M1,24.57,25.75,38.8,,38.8,4.8,57.92,50.68,Yes,No,Female,LinkedIn,10.5,Digital,React,Service,Pune,38,Joined
1001,2111001,2025-03-06,No,8,30,E3,19.65,28.24,28.53,,28.53,43.72,45.19,1.03,No,No,Female,Employee Referral,6.8,Cybersecurity,IAM,Startup,Noida,30,Declined
1002,2111002,2025-09-01,No,20,90,E1,5.97,9.36,6.45,7.2,7.2,56.78,8.04,-31.09,No,No,Male,Campus,2.4,ERS,IoT,Service,Kochi,29,Joined
1003,2111003,2025-11-08,No,4,90,E1,5.51,7.37,6.43,6.94,6.94,33.76,16.7,-12.75,No,No,Male,LinkedIn,2.0,INFRA,Network,Product,Noida,27,Declined
1004,2111004,2024-10-22,No,6,75,E3,33.41,44.54,38.48,,38.48,33.31,15.18,-13.61,Yes,Yes,Female,Naukri,11.5,SAP,SAP FICO,Consulting,Chennai,37,No Show
1005,2111005,2025-05-18,No,3,45,E2,11.05,13.92,19.08,21.04,21.04,25.97,72.67,37.07,No,Yes,Male,Employee Referral,3.5,Data,SQL,Product,Bangalore,27,Declined
1006,2111006,2024-11-09,No,7,90,E3,20.19,26.98,27.32,,27.32,33.63,35.31,1.26,No,No,Female,Naukri,8.0,Digital,React,Startup,Chennai,35,Declined
1007,2111007,2024-03-01,No,6,60,E1,7.21,11.78,9.74,,9.74,63.38,35.09,-17.32,No,No,Male,Employee Referral,0.8,Data,ML,Service,Bangalore,26,Declined
1008,2111008,2024-04-12,No,6,75,E2,9.33,12.53,14.04,,14.04,34.3,50.48,12.05,No,No,Male,Agency,6.9,INFRA,Windows Server,Service,Pune,30,Declined
1009,2111009,2025-09-18,No,14,75,E2,13.06,18.81,19.74,20.35,20.35,44.03,51.15,4.94,No,No,Female,Agency,7.8,QA,Performance Testing,Product,Hyderabad,32,Joined
1010,2111010,2024-10-01,No,11,45,E3,16.94,26.69,19.11,,19.11,57.56,12.81,-28.4,No,No,Female,Direct,7.1,Digital,React,Consulting,Chennai,30,Joined
1011,2111011,2025-08-12,No,21,90,E2,15.92,19.69,22.84,,22.84,23.68,43.47,16.0,No,Yes,Male,Naukri,7.2,SAP,SAP ABAP,Startup,Chennai,33,Joined
1012,2111012,2025-08-09,No,13,90,E3,15.51,23.23,20.91,,20.91,49.77,34.82,-9.99,No,Yes,Male,Agency,7.7,Data,Data Engineering,Service,Chennai,33,Declined
1013,2111013,2024-05-23,No,12,30,E1,15.08,20.84,20.35,,20.35,38.2,34.95,-2.35,No,Yes,Male,Employee Referral,4.1,Cloud,DevOps,Captive,Mumbai,31,Declined
1014,2111014,2024-09-30,No,14,75,E2,10.16,12.03,13.04,,13.04,18.41,28.35,8.4,No,No,Male,Agency,5.5,ERS,IoT,Service,Chennai,29,Joined
1015,2111015,2025-07-15,No,8,90,M1,29.79,37.06,36.79,,36.79,24.4,23.5,-0.73,No,No,Male,Naukri,10.6,Digital,React,Service,Bangalore,35,Accepted
1016,2111016,2024-04-02,No,13,75,E3,24.09,26.4,37.02,41.34,41.34,9.59,53.67,40.23,Yes,Yes,Female,LinkedIn,8.1,Data,Power BI,Consulting,Pune,31,Joined
1017,2111017,2024-08-21,No,3,90,E2,9.84,14.07,15.56,16.61,16.61,42.99,58.13,10.59,Yes,No,Male,Campus,2.5,Data,Power BI,Product,Pune,27,Joined
1018,2111018,2025-03-06,No,7,90,E2,7.45,9.47,8.5,,8.5,27.11,14.09,-10.24,No,No,Male,Naukri,2.0,ERS,Embedded C,Service,Mumbai,23,Declined
1019,2111019,2025-03-29,No,6,30,E2,6.49,8.6,7.67,,7.67,32.51,18.18,-10.81,No,No,Female,Employee Referral,3.4,INFRA,Linux Admin,Product,Kochi,28,Joined
1020,2111020,2025-08-03,No,9,30,E2,12.71,18.24,14.09,,14.09,43.51,10.86,-22.75,No,Yes,Male,Agency,4.9,Digital,Java Spring,Service,Mumbai,27,Declined
1021,2111021,2025-09-13,No,16,30,E2,9.83,8.98,13.74,,13.74,-8.65,39.78,53.01,No,No,Male,Naukri,3.7,SAP,SAP ABAP,Service,Noida,26,Joined
1022,2111022,2025-05-13,No,2,75,M1,21.2,23.53,23.54,,23.54,10.99,11.04,0.04,No,No,Female,Direct,9.0,SAP,SAP FICO,Service,Noida,35,Joined
1023,2111023,2025-01-11,Yes,7,60,E1,5.5,8.7,6.22,,6.22,58.18,13.09,-28.51,No,No,Male,Employee Referral,1.4,Digital,React,Service,Bangalore,27,Declined
1024,2111024,2025-06-30,No,13,30,E1,6.97,11.82,8.92,,8.92,69.58,27.98,-24.53,No,No,Male,Direct,3.6,INFRA,Linux Admin,Consulting,Hyderabad,31,Declined
1025,2111025,2025-03-13,No,23,60,E1,4.27,6.61,5.48,,5.48,54.8,28.34,-17.1,No,No,Female,Agency,2.0,QA,Performance Testing,Captive,Noida,25,Accepted
1026,2111026,2025-06-05,No,24,90,E3,11.7,13.04,19.59,21.37,21.37,11.45,67.44,50.23,No,No,Male,LinkedIn,5.6,INFRA,Windows Server,Product,Chennai,34,Joined
1027,2111027,2025-02-02,No,13,60,E2,11.84,17.65,19.36,,19.36,49.07,63.51,9.69,No,No,Male,Agency,3.0,Cloud,AWS,Product,Chennai,29,Joined
1028,2111028,2024-01-04,Yes,19,30,E1,9.67,12.46,13.75,14.89,14.89,28.85,42.19,10.35,No,Yes,Male,Campus,2.3,Cloud,DevOps,Startup,Hyderabad,29,Declined
1029,2111029,2025-04-05,No,15,60,E1,7.98,9.83,11.28,,11.28,23.18,41.35,14.75,Yes,No,Male,Employee Referral,2.2,Digital,Java Spring,Product,Noida,31,Joined
1030,2111030,2025-07-25,No,9,30,E2,13.03,19.29,15.66,,15.66,48.04,20.18,-18.82,No,No,Male,Naukri,4.2,Digital,React,Consulting,Noida,28,Declined
1031,2111031,2024-10-02,No,17,30,E3,14.49,14.2,18.82,,18.82,-2.0,29.88,32.54,No,Yes,Male,Employee Referral,8.4,QA,Performance Testing,Service,Bangalore,32,Joined
1032,2111032,2024-08-04,No,22,60,E3,13.23,15.68,18.37,19.01,19.01,18.52,38.85,17.16,Yes,No,Male,LinkedIn,9.3,INFRA,Network,Service,Mumbai,32,Joined
1033,2111033,2024-12-08,No,12,75,M1,12.62,19.17,18.14,,18.14,51.9,43.74,-5.37,Yes,No,Female,Direct,6.2,INFRA,Windows Server,Service,Hyderabad,35,Declined
1034,2111034,2024-08-01,Yes,20,90,E2,13.39,21.17,14.72,,14.72,58.1,9.93,-30.47,No,Yes,Female,Campus,4.3,Digital,Python,Service,Mumbai,27,Declined
